State,Year,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
New Mexico,2011, -   ,6.66,208.75,1.85,101.67,46.06
New Mexico,2012, -   ,3.87,230.55,0.07,94.69,35.81
New Mexico,2013, -   ,3.39,250.79,1.91,85.29,23.62
New Mexico,2014, -   ,4.65,254.93,4.2,83,18.22
New Mexico,2015, -   ,7.15,231.54,8.96,85.28,32.07
New Mexico,2016, -   ,1.6,237.54, -   ,85.96,39.9
New Mexico,2017, -   ,0.96,235.92, -   ,86.85,41.27
New Mexico,2018, -   ,1.28,236.09, -   ,90.09,37.54
New Mexico,2019, -   ,1.45,285.67,0.16,39.02,38.7
New York,1980,14.46,18.52,118.73,213.29, -   , -   
New York,1981,19.08,15.09,122.26,208.57, -   , -   
New York,1982,19.5,20.04,130.61,194.84, -   , -   
New York,1983,12.65,20.18,142.9,189.28, -   , -   
New York,1984,26.45,22.49,140.85,175.21, -   , -   
New York,1985,25.94,23.37,149.47,164.64, -   ,1.58
New York,1986,31.98,16.71,150.5,159.99, -   ,5.82
New York,1987,28.77,25,173.79,130.3, -   ,7.14
New York,1988,21.04,19.37,177.02,140.09, -   ,7.48
New York,1989,22.4,15.59,174.68,141.42, -   ,10.91
New York,1990,19.61,29.56,179.36,118.52, -   ,17.96
New York,1991,16.22,22.87,205.03,100.32, -   ,20.56
New York,1992,21.2,15.4,211.88,97.75, -   ,18.77
New York,1993,14.76,25.99,219.09,88.04, -   ,17.12
New York,1994,7.44,33.44,230.15,79.75, -   ,14.21
New York,1995,6.51,36.92,235.43,73.13, -   ,13.01
New York,1996,7.43,31.86,230.23,82.56, -   ,12.93
New York,1997,9.73,29.77,241.84,72.79, -   ,10.87
New York,1998,8.87,35.09,241.3,66.42, -   ,13.31
New York,1999,8.88,34.51,233.28,67.02,20.32,0.99
New York,2000,9.61,26.23,211.48,50.57,64.02,3.1
New York,2001,8.2,22.99,215.14,38.88,67.23,12.56
New York,2002,9.03,29.72,220.47,27.83,65.02,12.94
New York,2003,11.13,22.81,224.34,32.03,59.52,15.18
New York,2004,12.48,20.94,229.92,34.74,58.99,7.94
New York,2005,10.53,25.68,240.48,28.81,56.51,3
New York,2006,9.57,28.38,256.07,20.31,47.09,3.58
New York,2007,0.85,14.68,237.8,10.69,97.77,3.21
New York,2008,0.34,10.72,239.19,7.74,105.05,1.96
New York,2009,0.55,12.97,252.91,5.03,93.33,0.21
New York,2010,0.33,12.02,264.3,3.47,84.88, -   
New York,2011,0.31,10.01,251.84,3.62,99.22, -   
New York,2012,0.25,7.75,264.12,6.27,86.61, -   
New York,2013,0.81,10.2,250.35,3.49,100.15, -   
New York,2014,0.25,7.86,249.04,4.51,103.34, -   
New York,2015,0.07,9.21,248.14,4.62,102.95, -   
New York,2016,0.11,11.63,263.43,3.24,86.59, -   
New York,2017,0.03,11.18,242.25,27.71,83.8,0.03
New York,2018,0.03,5.66,231.39,37.68,90.25, -   
New York,2019,0.36,5.18,250.66,38.08,70.71, -   
North Carolina,1980,101.23, -   ,167.14,96.62, -   , -   
North Carolina,1981,84.77, -   ,170.29,109.94, -   , -   
North Carolina,1982,58.79,13.21,175.13,117.86, -   , -   
North Carolina,1983,46.36, -   ,163.37,155.26, -   , -   
North Carolina,1984,41.92,4.66,177.53,140.89, -   , -   
North Carolina,1985,46.86,7.49,203.82,106.77, -   ,0.06
North Carolina,1986,66.67,8.91,152.6,133.77, -   ,3.05
North Carolina,1987,49.68,5.15,145.8,156.3, -   ,8.07
North Carolina,1988,56.77,5.57,187.6,104, -   ,11.06
North Carolina,1989,67.42,2.73,175.7,101.48, -   ,17.66
North Carolina,1990,61.62,5.33,198.42,82.05, -   ,17.59
North Carolina,1991,57.61,7.56,194.93,75.7, -   ,29.2
North Carolina,1992,57.39,8.91,206.36,64.06, -   ,28.28
North Carolina,1993,36.65,8.03,205.59,71.07, -   ,43.66
North Carolina,1994,36.76,6.68,222.55,52.83,0.79,45.39
North Carolina,1995,36.36,5.67,215.77,57.53,1.34,48.32
North Carolina,1996,40.92,5.88,214.29,52.2,1.18,50.53
North Carolina,1997,32.95,6.26,241.95,38.62,1.4,43.81
North Carolina,1998,31.79,6.66,252.55,41.31,1.24,31.44
North Carolina,1999,11.45,1.25,223.65,30.72,90.52,7.39
North Carolina,2000,7.28,0.9,219.6,30.41,101.85,4.96
North Carolina,2001,4.84,1.06,226.01,27.29,102.95,2.86
North Carolina,2002,4.2,1.17,229.12,18.34,109.51,2.66
North Carolina,2003,4.67,1.68,218.56,20.33,117.66,2.1
North Carolina,2004,4.54,1.23,203.3,26.71,127.02,2.2
North Carolina,2005,3.68,0.74,211.75,17.22,129.34,2.26
North Carolina,2006,2.23,0.6,180.07,14.13,165.92,2.06
North Carolina,2007,0.63,1,187.33,15.29,158.6,2.14
North Carolina,2008, -   ,0.67,172.43,20.86,169.5,1.54
North Carolina,2009, -   ,0.56,177.97,13.93,170.8,1.74
North Carolina,2010, -   ,0.76,189.11,13.58,161.38,0.17
North Carolina,2011, -   ,0.47,187.4,17.42,159.71, -   
North Carolina,2012, -   ,0.5,193.01,10.72,160.78, -   
North Carolina,2013, -   ,0.43,181.25,14.63,168.49,0.19
North Carolina,2014, -   ,0.69,189.09,17.11,158.06,0.05
North Carolina,2015, -   ,0.75,202.11,14.92,147.19,0.03
North Carolina,2016, -   ,0.98,226.11,18.14,112.94,6.82
North Carolina,2017, -   ,0.56,215.36,35.89,107.37,5.81
North Carolina,2018,0.06,0.38,219.5,30.49,109.84,4.73
North Carolina,2019,0.04,0.21,248.37,20.52,92.42,3.43
North Dakota,1980, -   ,8.2,187.03,169.77, -   , -   
North Dakota,1981, -   ,4.54,182.31,178.15, -   , -   
North Dakota,1982, -   ,2.77,156.28,205.95, -   , -   
North Dakota,1983, -   ,2.65,187.79,174.56, -   , -   
North Dakota,1984, -   ,2.43,135.89,226.68, -   , -   
North Dakota,1985, -   ,1.28,139.62,156.86, -   ,67.24
North Dakota,1986, -   ,2.79,93.34,171.39, -   ,97.47
North Dakota,1987, -   ,4.08,108.52,200.99, -   ,51.4
North Dakota,1988, -   ,5.32,109.75,220.72, -   ,29.21
North Dakota,1989, -   ,6.44,69.54,258.41, -   ,30.61
North Dakota,1990,1.87,12.84,48.35,267.43, -   ,34.52
North Dakota,1991,17.46,15.59,64.22,230.57, -   ,37.16
North Dakota,1992,17.27,12.68,53.87,243.37, -   ,37.8
North Dakota,1993,16.98,16.3,74.53,225.4, -   ,31.79
North Dakota,1994,10.74,6.24,86.38,222.07, -   ,39.57
North Dakota,1995, -   ,12.26,125.37,195.26, -   ,32.1
North Dakota,1996, -   ,10.88,130.03,201.46, -   ,22.62
North Dakota,1997, -   ,10.85,124.53,205.64, -   ,23.98
North Dakota,1998, -   ,7.39,144,185.93, -   ,27.68
North Dakota,1999, -   ,13.82,165.07,151.78,25.88,8.45
North Dakota,2000, -   ,17.68,156.1,144.26,40.87,6.09
North Dakota,2001, -   ,14.68,152.18,145.6,44.53,8.01
North Dakota,2002, -   ,13.78,190.02,129.37,25.91,5.92
North Dakota,2003, -   ,11.41,174.89,135.92,37.32,5.45
North Dakota,2004, -   ,2.75,211.74,117.16,26.14,7.22
North Dakota,2005, -   ,5.2,242.34,90.8,20.92,5.73
North Dakota,2006, -   ,8.25,260,74.83,13.68,8.25
North Dakota,2007, -   ,6.01,253.05,81.18,14.73,10.02
North Dakota,2008, -   ,9.04,270.88,65.62,13.88,5.57
North Dakota,2009, -   ,9.99,282.83,52.08,18.99,1.11
North Dakota,2010,0.12,9.54,230.19,59.46,62.64,3.06
North Dakota,2011, -   ,4.13,226.55,52.54,75.13,6.65
North Dakota,2012, -   ,2.11,234.83,46.01,75.17,6.87
North Dakota,2013, -   ,3.46,277.07,10.49,64.94,9.04
North Dakota,2014, -   ,3.11,287.91,8.45,55.29,10.23
North Dakota,2015, -   ,2.7,246.17,7,66.22,42.91
North Dakota,2016, -   ,2.01,274.91,7.54,40.52,40.02
North Dakota,2017, -   ,1.11,251.38,10.73,66.99,34.79
North Dakota,2018,0.2,2.13,269.97,7.5,81.44,3.75
North Dakota,2019,0.13,2.68,295.69,7.63,56.73,2.14
Ohio,1980,17.07,26.7,154.06,167.17, -   , -   
Ohio,1981,12.35,20.22,134.99,197.45, -   , -   
Ohio,1982,10.45,19.02,134.48,201.04, -   , -   
Ohio,1983,10.57,13.68,126.9,213.85, -   , -   
Ohio,1984,8.13,16.13,113.8,226.94, -   , -   
Ohio,1985,6.73,9.63,124.01,221.19, -   ,3.44
Ohio,1986,9.72,7.95,121.6,215.11, -   ,10.62
Ohio,1987,13.93,4.6,107.42,220.33, -   ,18.71
Ohio,1988,9.81,8.75,121.29,204.44, -   ,20.71
Ohio,1989,14.8,7.09,109.55,204.43, -   ,29.13
Ohio,1990,9.21,6.28,140.62,174.99, -   ,33.9
Ohio,1991,7.62,5.35,151.04,161.42, -   ,39.58
Ohio,1992,7.14,9.25,149.34,154.09, -   ,45.17
Ohio,1993,4.21,11.79,155.01,146.29, -   ,47.7
Ohio,1994,5.8,7.99,172.13,133.49, -   ,45.59
Ohio,1995,6.07,14.4,175.91,122.41, -   ,46.21
Ohio,1996,5.72,9.55,166.54,141.16, -   ,42.03
Ohio,1997,3.62,9.07,191.24,121.63, -   ,39.43
Ohio,1998,4.39,7.74,193.75,116.87, -   ,42.26
Ohio,1999,0.54,1.32,174.27,99.08,61.19,28.6
Ohio,2000,1.13,1,156.98,101.44,73.81,30.65
Ohio,2001,0.62,0.9,163.5,105.25,74.76,19.97
Ohio,2002,1.37,0.85,158,111.86,76.49,16.43
Ohio,2003,0.77,1,154.49,111.38,81.34,16.02
Ohio,2004,4.42,1.32,159.21,114.04,69.1,16.91
Ohio,2005,6.12,3.69,177.7,113.12,47.81,16.55
Ohio,2006,6.22,3.38,181.67,109.55,50.62,13.55
Ohio,2007,7.69,3.06,191.64,99.76,50.65,12.21
Ohio,2008,4.79,2,193.15,91.89,67.64,5.52
Ohio,2009,4.73,2.35,187.32,91.93,66.95,11.72
Ohio,2010,0.1,1.06,163.93,67.94,123.34,8.62
Ohio,2011,0.4,2.79,154.7,64.41,135.25,7.46
Ohio,2012,1.2,0.05,167.24,59.13,128.47,8.91
Ohio,2013,0.87,0.48,157.09,51.96,145.83,8.78
Ohio,2014,0.93,1.78,162.07,53,138.71,8.51
Ohio,2015,0.22,6.48,171.35,44.23,133.62,9.09
Ohio,2016,0.11,9.87,187.42,32.42,126.85,8.32
Ohio,2017,0.54,8.71,200.24,32.97,113.77,8.77
Ohio,2018,2.95,8.23,194.47,32.07,119.39,7.88
Ohio,2019,6.47,6.67,215.68,33.33,95.37,7.48
Oklahoma,1980,18.65,73,131.03,142.32, -   , -   
Oklahoma,1981,24.68,63.79,159.76,116.77, -   , -   
Oklahoma,1982,30.25,61.74,130.18,142.83, -   , -   
Oklahoma,1983,15.8,44.82,126.08,178.3, -   , -   
Oklahoma,1984,18.18,40.97,119.74,186.11, -   , -   
Oklahoma,1985,17.13,48.03,115.74,183.62, -   ,0.48
Oklahoma,1986,17.73,54.33,103.22,187.15, -   ,2.57
Oklahoma,1987,13.98,58.72,117.32,173.91, -   ,1.07
Oklahoma,1988,4.9,47.96,112.81,188.84, -   ,10.49
Oklahoma,1989,7.52,53.25,123.64,153.47, -   ,27.12
Oklahoma,1990,5.74,28.31,127.4,171.09, -   ,32.46
Oklahoma,1991,7.35,34.06,118.97,171.9, -   ,32.71
Oklahoma,1992,24.72,54.81,124.48,127.17, -   ,33.81
Oklahoma,1993,16.44,92.53,116.51,104.95, -   ,34.58
Oklahoma,1994,8.96,69.2,154.96,103.55, -   ,28.34
Oklahoma,1995,6.92,45.91,162.77,118.88, -   ,30.53
Oklahoma,1996,5.32,78.08,141.16,105.96, -   ,34.49
Oklahoma,1997,3.05,90.54,160.44,84.33, -   ,26.64
Oklahoma,1998,2.92,74.13,231.53,53.6, -   ,2.82
Oklahoma,1999,0.9,84.56,184.59,53.71,35.63,5.6
Oklahoma,2000,0.7,59.25,175.52,36.79,84.37,8.37
Oklahoma,2001,0.61,43.93,188.76,37.4,85.7,8.61
Oklahoma,2002,0.54,24.13,209.69,32.72,80.08,17.83
Oklahoma,2003,0.54,10.5,231.19,34.97,66.9,20.89
Oklahoma,2004,0.1,8.03,240.57,35.62,60.7,19.97
Oklahoma,2005, -   ,7.81,250.44,32.53,55.96,18.26
Oklahoma,2006, -   ,6.21,263.9,31.7,37.08,26.12
Oklahoma,2007,0.21,4.47,248.72,25.62,59.4,26.57
Oklahoma,2008,0.05,5.47,263.17,32.37,43.01,20.93
Oklahoma,2009,0.05,3.96,213.34,22.16,114.16,11.33
Oklahoma,2010, -   ,2.17,240.22,6.93,102.86,12.82
Oklahoma,2011, -   ,4.02,265.03,8.62,70.27,17.05
Oklahoma,2012, -   ,3.64,249.2,15.92,79.53,16.71
Oklahoma,2013, -   ,4.4,250.54,4.04,86.88,19.15
Oklahoma,2014, -   ,4.64,252.97,4.34,84.81,18.25
Oklahoma,2015, -   ,6.28,241.38,4.46,88.69,24.18
Oklahoma,2016, -   ,19.28,247.12,3.41,64.71,30.47
Oklahoma,2017, -   ,7.13,234.55,23.24,77.22,22.86
Oklahoma,2018, -   ,0.83,216.65,21.92,94.41,31.19
Oklahoma,2019,0.21,1.07,209.52,33.55,93.09,27.56
Oregon,1980,185.32,3.42,153.32,22.93, -   , -   
Oregon,1981,181.39,2.07,160.24,21.29, -   , -   
Oregon,1982,186.72,0.14,161.53,16.48, -   ,0.14
Oregon,1983,202.94,0.14,151.23,0.81, -   ,9.88
Oregon,1984,215.88,0.61,124.9,1.36, -   ,22.25
Oregon,1985,187.48,6.63,124.45,1.15, -   ,45.28
Oregon,1986,165.55,5.11,99.92,8.61, -   ,85.8
Oregon,1987,176.26,5.08,98.21,7.98, -   ,77.47
Oregon,1988,168.27,2.3,61.53,20.69,3.28,108.93
Oregon,1989,143.39,1.05,76.5,8.69,4.08,131.28
Oregon,1990,148.8,1.27,84.72,6.88,3.69,119.63
Oregon,1991,151.57,3.06,61.15,6.59,4.7,137.93
Oregon,1992,131.7,3.01,67.41,9.15,4.57,149.15
Oregon,1993,124.94,6.22,61.03,8.38,5.5,158.92
Oregon,1994,137.22,4.4,64.86,5.12,5.47,147.93
Oregon,1995,142.47,7.65,73.94,3.06,5.65,132.22
Oregon,1996,155.1,2.89,81.65, -   ,5.06,120.3
Oregon,1997,157.16,5.83,81.73, -   ,5.59,114.69
Oregon,1998,160.96,6.71,85.06, -   ,5.86,106.41
Oregon,1999,57.86,2.31,64.51, -   ,198.85,41.46
Oregon,2000,33.3,2.43,57.15, -   ,260.74,11.38
Oregon,2001,29.09,2.39,58.51, -   ,265.28,9.72
Oregon,2002,28.74,2.19,59.34, -   ,265.79,8.93
Oregon,2003,96.6,5.91,84.79,0.89,161.89,14.93
Oregon,2004,5.13,0.3,44.23,8.39,303.21,3.74
Oregon,2005,1.53,0.81,39.37, -   ,320.6,2.7
Oregon,2006,4.78,0.49,37.5,0.05,320.03,2.15
Oregon,2007, -   ,0.29,51.18, -   ,311.76,1.77
Oregon,2008,0.09,0.7,47.27, -   ,316.61,0.33
Oregon,2009, -   ,0.55,50.92, -   ,313.27,0.26
Oregon,2010,0.04,0.47,55.48, -   ,308.67,0.34
Oregon,2011, -   ,0.13,58.74, -   ,305.91,0.22
Oregon,2012, -   ,0.31,55.7, -   ,308.9,0.09
Oregon,2013, -   ,0.31,53.3, -   ,311.35,0.04
Oregon,2014, -   ,1.1,58.15, -   ,305.61,0.14
Oregon,2015, -   ,2.43,60.92, -   ,301.47,0.18
Oregon,2016, -   ,2.95,69.66, -   ,291.96,0.43
Oregon,2017, -   ,2.45,57.32, -   ,304.96,0.28
Oregon,2018,0.17,5.36,63.99, -   ,294.18,1.31
Oregon,2019,1.07,4.91,94.89, -   ,262.75,1.38
Pennsylvania,1980,4.63,66.75,128.82,164.79, -   , -   
Pennsylvania,1981,3.52,80.39,117.11,163.98, -   , -   
Pennsylvania,1982,7.23,69.73,124.53,163.51, -   , -   
Pennsylvania,1983,14.22,65.15,128.43,157.21, -   , -   
Pennsylvania,1984,12.32,73.13,115.14,164.41, -   , -   
Pennsylvania,1985,10.82,66.64,141.55,142.12, -   ,3.87
Pennsylvania,1986,12.83,63.31,142.4,141.79, -   ,4.67
Pennsylvania,1987,13.79,57.95,155.4,134.77, -   ,3.09
Pennsylvania,1988,9.5,60.64,156.7,133.86, -   ,4.3
Pennsylvania,1989,8.07,60.37,142.35,146.35, -   ,7.86
Pennsylvania,1990,8.31,47.48,181.44,121.87, -   ,5.9
Pennsylvania,1991,5.21,51.56,174.52,128.84, -   ,4.87
Pennsylvania,1992,5.05,63.64,164.05,126.84, -   ,5.42
Pennsylvania,1993,4.5,59.75,173.69,121.14, -   ,5.92
Pennsylvania,1994,5.16,77.17,167.14,108.25, -   ,7.27
Pennsylvania,1995,4.53,78.48,168.84,104.99, -   ,8.17
Pennsylvania,1996,3.54,73.64,166.57,110.48, -   ,10.76
Pennsylvania,1997,1.91,66.64,176.5,111.18, -   ,8.77
Pennsylvania,1998,1.5,70.33,189.83,100.85, -   ,2.5
Pennsylvania,1999,1.69,55.35,183.16,86.36,38.19,0.25
Pennsylvania,2000,2.43,46.96,157.17,78.17,77.96,2.31
Pennsylvania,2001,0.45,35.76,164.29,70.65,89.77,4.08
Pennsylvania,2002,0.69,37.46,163.59,69.54,90.23,3.5
Pennsylvania,2003,0.96,33.69,145.35,75.07,105.68,4.25
Pennsylvania,2004,0.21,38.42,142.91,72.14,107.82,3.51
Pennsylvania,2005,2.96,35.19,159.21,69.04,95.22,3.37
Pennsylvania,2006,0.89,36.91,169.67,69.78,82.98,4.76
Pennsylvania,2007,2.19,37.72,175.02,64.88,82.26,2.92
Pennsylvania,2008,0.24,37.7,178.93,54.38,89.32,4.44
Pennsylvania,2009,0.06,11.49,154.17,37.77,148.28,13.23
Pennsylvania,2010,0.58,8.4,175.28,29.6,137.46,13.68
Pennsylvania,2011,0.11,5.85,186.7,16.55,149.89,5.9
Pennsylvania,2012,0.08,2.02,215.78,13.82,130.21,3.08
Pennsylvania,2013,0.03,2.23,216.95,13.5,130.16,2.13
Pennsylvania,2014,0.08,2.21,209.13,13.49,138.43,1.67
Pennsylvania,2015, -   ,2.31,219.22,12.45,129.13,1.89
Pennsylvania,2016, -   ,1.3,234.02,12.13,116.46,1.09
Pennsylvania,2017, -   ,1.65,213.21,11.23,137.51,1.41
Pennsylvania,2018, -   ,1.46,237.11,10.49,115.5,0.44
Pennsylvania,2019,0.09,2.46,266.11,9.26,86.86,0.22
Puerto Rico,1980, -   , -   , -   ,365, -   , -   
Puerto Rico,1981,65.57, -   ,38.92,260.51, -   , -   
Puerto Rico,1982,130.02, -   ,47.55,187.43, -   , -   
Puerto Rico,1983,158.61, -   ,64.73,141.65, -   , -   
Puerto Rico,1984,94.19, -   ,49.45,221.35, -   , -   
Puerto Rico,1985,120.42, -   , -   ,235.37, -   ,9.21
Puerto Rico,1986,75.79, -   ,66.99,208.91, -   ,13.31
Puerto Rico,1987,62.82, -   ,89.18,173.97, -   ,39.03
Puerto Rico,1988,62.01, -   ,131.93,128.72, -   ,42.34
Puerto Rico,1989,88.32, -   ,20.89,174.43, -   ,81.36
Puerto Rico,1990,65.08, -   ,66.82,146.48, -   ,86.62
Puerto Rico,1991,58.4, -   ,29.74,163.66, -   ,113.2
Puerto Rico,1992,51.95, -   ,19.04,167.88, -   ,126.12
Puerto Rico,1993,50.41, -   ,7.03,168.97, -   ,138.59
Puerto Rico,1994,45.93, -   , -   ,193.66, -   ,125.41
Puerto Rico,1995,55.37, -   , -   ,170.18, -   ,139.45
Puerto Rico,1996,52.6, -   , -   ,177.4, -   ,135
Puerto Rico,1997,42.03,6.23,6.93,164.88, -   ,144.92
Puerto Rico,1998,40.26,11.19,2.91,153.06, -   ,157.57
Puerto Rico,1999,27.68,12.05,18.15,86.45,119.48,101.18
Puerto Rico,2000,25.06,15.42,6.3,87.65,135.33,95.23
Puerto Rico,2001,20.19,3.8,7.72,95.11,142.49,95.7
Puerto Rico,2002,20.47,0.67,5.06,120.99,121.22,96.59
Puerto Rico,2003,14.85,0.79, -   ,97.66,126.24,125.45
Puerto Rico,2004,19.03,1.37,1.26,126.26,96.82,120.26
Puerto Rico,2005,11.91,3.51,3.4,129.5,119.5,97.18
Puerto Rico,2006,9.38,15.35,2.31,92.8,126.42,118.74
Puerto Rico,2007,13.6,6.63,18.66,118.26,92.51,115.33
Puerto Rico,2008,50.64, -   ,58.77,101.16,66.45,87.98
Puerto Rico,2009,62.26, -   ,59.44,136.54,55.15,51.6
Puerto Rico,2010,64.72, -   ,61.13,107.91,10.65,120.59
Puerto Rico,2011,41.58, -   ,59.17,110.1,40.72,113.42
Puerto Rico,2012,55.37,21.42,42.52,64.37,72.19,109.14
Puerto Rico,2013,68.67, -   ,38.94,51.7,68.78,136.9
Puerto Rico,2014,67.84, -   ,59.53,60.79,24.42,152.42
Puerto Rico,2015,49.32,7.03,70.04,45.75,57.96,134.9
Puerto Rico,2016,50.82,31.44,65.84,52.23,89.32,75.34
Puerto Rico,2017,65.46,47.19,54.29,73.07,89.98,35.01
Puerto Rico,2018,56.46,21.25,7.46,85.56,184.7,9.57
Puerto Rico,2019,70.78,42.21,31.1,32.69,176.15,12.06
Rhode Island,1980,47.72,35.66,198.23,83.38, -   , -   
Rhode Island,1981,40.56,17.45,205.86,101.13, -   , -   
Rhode Island,1982,45.56,24.61,200.04,94.78, -   , -   
Rhode Island,1983,60.75,24.4,214.43,65.42, -   , -   
Rhode Island,1984,61.93,36.17,198.94,67.96, -   , -   
Rhode Island,1985,51.72,78.32,137.43,96.79, -   ,0.74
Rhode Island,1986,31.08,39.67,167.29,125.63, -   ,1.32
Rhode Island,1987,32.58,56.51,154.24,119.01, -   ,2.66
Rhode Island,1988,28.96,27.61,174.42,130.65, -   ,3.37
Rhode Island,1989,29.09,54.02,156.53,121.2, -   ,4.16
Rhode Island,1990,18.91,70.6,178.4,88.89, -   ,8.2
Rhode Island,1991,14.14,96.39,170.93,77.76, -   ,5.78
Rhode Island,1992,18.88,64.82,183.76,96.28, -   ,1.26
Rhode Island,1993,24.11,71.66,173.46,90.41, -   ,5.36
Rhode Island,1994,17.87,70.19,192.07,63.17, -   ,21.7
Rhode Island,1995,18.4,71.16,210.41,47.85, -   ,17.18
Rhode Island,1996,7.88,79.43,204.93,52.75, -   ,20.01
Rhode Island,1997,3.41,98.93,198.42,44.91, -   ,19.33
Rhode Island,1998,4.13,87.58,237.53,23.84, -   ,11.92
Rhode Island,1999,1.42,66.28,157.65,19.41,112.67,7.57
Rhode Island,2000,0.87,31.87,161.54,11.35,157.18,2.18
Rhode Island,2001, -   ,23.83,177.87,11.92,150.5,0.88
Rhode Island,2002,0.87,22.16,190.32,9.13,141.65,0.87
Rhode Island,2003, -   ,23.55,204.4,11.3,120.57,5.18
Rhode Island,2004, -   ,18.77,207.83,18.77,114.94,4.69
Rhode Island,2005,0.48,22.84,207.48,16.66,112.78,4.76
Rhode Island,2006,0.92,17.53,208.11,11.54,125.97,0.92
Rhode Island,2007, -   ,14.43,231.85,8.85,108.48,1.4
Rhode Island,2008, -   ,12.37,225.32,0.46,125.94,0.92
Rhode Island,2009, -   ,13.86,191.95,0.42,154.15,4.62
Rhode Island,2010, -   ,11.77,219,3.92,129.91,0.39
Rhode Island,2011, -   ,4.25,245.52, -   ,115.22, -   
Rhode Island,2012, -   ,1.07,231.5,0.71,131.73, -   
Rhode Island,2013, -   ,1.34,209.87, -   ,153.45,0.34
Rhode Island,2014, -   ,13.02,221.74, -   ,129.57,0.67
Rhode Island,2015, -   ,20.9,197.83, -   ,145.93,0.34
Rhode Island,2016, -   ,15.53,215.76, -   ,133.71, -   
Rhode Island,2017, -   ,8.48,207.6, -   ,148.92, -   
Rhode Island,2018, -   ,6.76,186.22, -   ,171.69,0.34
Rhode Island,2019,0.64,7.72,224.02, -   ,128.75,3.86
South Carolina,1980,40.96,6.51,260.23,57.3, -   , -   
South Carolina,1981,42.71,0.1,251.47,70.72, -   , -   
South Carolina,1982,26.36,1.95,259.35,75.6, -   ,1.74
South Carolina,1983,22.29,8.9,216.81,111.04, -   ,5.96
South Carolina,1984,21.19,4.1,245.83,86.18, -   ,7.7
South Carolina,1985,23.48,0.11,254.04,75.59, -   ,11.79
South Carolina,1986,18.04,6.95,250.14,79.37, -   ,10.5
South Carolina,1987,12.88,6.71,297.58,37.77, -   ,10.06
South Carolina,1988,5.92,2.81,321.52,26.88, -   ,7.87
South Carolina,1989,12.3,4.89,293.24,41.79, -   ,12.79
South Carolina,1990,11.16,7.75,293.55,42.24, -   ,10.3
South Carolina,1991,1.89,10.35,285.41,45.57, -   ,21.78
South Carolina,1992,1.68,14.99,278.91,24.01, -   ,45.41
South Carolina,1993,2.16,19.06,286.34,16.09, -   ,41.34
South Carolina,1994,2.2,20.1,272.96,16.06,0.94,52.74
South Carolina,1995,1.84,22.69,263.05,20.37,3.13,53.92
South Carolina,1996,1.06,18.47,268.72,21.23,3.03,52.49
South Carolina,1997,1.14,27.02,269.49,18.56,2.77,46.02
South Carolina,1998,1.88,22.07,277.12,14.95,2.59,46.4
South Carolina,1999,0.42,14.64,241.34,11.02,69.36,28.23
South Carolina,2000,0.05,8.42,232.34,9.77,86.46,27.96
South Carolina,2001, -   ,4.44,238.4,8.77,89.26,24.13
South Carolina,2002, -   ,7.88,234.64,12.04,90.76,19.68
South Carolina,2003,0.05,16.93,219.66,16.97,94.28,17.12
South Carolina,2004, -   ,9.56,233.4,8.7,90.81,22.54
South Carolina,2005, -   ,6.06,229.09,11.43,94.96,23.46
South Carolina,2006, -   ,7.13,231.83,12.38,90.84,22.82
South Carolina,2007, -   ,8.81,234.87,9.01,91.61,20.7
South Carolina,2008, -   ,1.9,240.34,6.07,89.6,27.08
South Carolina,2009, -   ,0.97,248.04,2.98,82.17,30.84
South Carolina,2010, -   ,0.9,267.65,4.09,70.87,21.5
South Carolina,2011, -   ,1.52,226.28,6.94,107.36,22.9
South Carolina,2012,0.27,2.81,197.51,14.81,121.14,28.45
South Carolina,2013,0.06,3.89,184.38,17.9,134.05,24.71
South Carolina,2014,0.07,3.21,192.35,12.83,130.83,25.72
South Carolina,2015, -   ,1.95,239.78,0.78,102.61,19.88
South Carolina,2016, -   ,0.74,237.88,0.93,105.26,20.18
South Carolina,2017, -   ,0.56,240.36,0.75,101.68,21.64
South Carolina,2018, -   ,1.13,230.93,0.5,111.18,21.26
South Carolina,2019,0.09,0.09,255.27,2.34,96.3,10.91
South Dakota,1985, -   , -   , -   , -   , -   ,365
South Dakota,1986, -   , -   , -   , -   , -   ,365
South Dakota,1987, -   , -   ,30.5, -   , -   ,334.5
South Dakota,1988, -   , -   ,230.82, -   ,3.48,130.7
South Dakota,1989, -   , -   ,201.21, -   ,4.91,158.88
South Dakota,1990, -   , -   ,180.47, -   ,16.83,167.7
South Dakota,1991, -   , -   ,167.61, -   ,5.55,191.84
South Dakota,1992, -   , -   ,81.82, -   ,31.88,251.3
South Dakota,1993, -   , -   , -   , -   ,64.6,300.4
South Dakota,1994, -   , -   , -   , -   ,65.4,299.6
South Dakota,1995, -   , -   , -   , -   ,63.83,301.17
South Dakota,1996, -   , -   , -   , -   ,63.32,301.68
South Dakota,1997, -   , -   , -   , -   ,63.83,301.17
South Dakota,1998, -   , -   , -   , -   ,54.35,310.65
South Dakota,1999, -   , -   ,105.08, -   ,156.23,103.69
South Dakota,2000, -   , -   ,115.43, -   ,156.29,93.28
South Dakota,2001, -   ,10.88,74.27,1.33,164.99,113.53
South Dakota,2002, -   ,25.37,46.52,31.83,148.45,112.84
